Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone,
StaffYourTeam, Undisclosed,4.8,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/staffyourteam,http://staffyourteam.com/,yuliya.gudkova@oxagile.com,"
855 466 9244 ",
Jaguar Labs," $5,000+ ",4,$25 - $49,"""50 - 249""","Zapopan,",None,https://clutch.co/profile/jaguar-labs,http://www.jaguarlabs.com,ventas@jaguarlabs.com,"
52(33)1561.3626 ",
 Saeculum Solutions Pvt Ltd," $1,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/saeculum-solutions,https://saeculumsolutions.com/,info@saeculumsolutions.com,"
+919687779530 ",
MB Creative," $1,000+ ",4.8,$50 - $99,"""2 - 9""","Toronto,",None,https://clutch.co/profile/mb-creative,https://mbcreative.ca,hello@mbcreative.ca,"
+1 647-991-9733 ",
DICE INFOCOM PRIVATE LIMITED," $1,000+ ",4.8,$25 - $49,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/dice-infocom-private,http://www.diceinfocom.com/,agarwal.sudh@gmail.com,"
91.14.1404.2145 ",
Seraphic Infosolutions Pvt. Ltd. ," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Mohali,",None,https://clutch.co/profile/seraphic-infosolutions,http://www.seraphicinfosolutions.com,rakesh@seraphicinfosolutions.com,"
+91-8222899956 ",
Outsourcify," $1,000+ ",5,$25 - $49,"""10 - 49""",None,None,https://clutch.co/profile/outsourcify,http://outsourcify.net/,benoit@outsourcify.net,"
+66 (0)8 2842 0575 ",
it-solve," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Czestochowa,",None,https://clutch.co/profile/it-solve,http://www.it-solve.pl,zlecenia@it-solve.pl,"
0048889132992 ",
IT Team sp. z o.o.," $10,000+ ",4.5,$50 - $99,"""10 - 49""","Krakw,",None,https://clutch.co/profile/it-team-sp-z-oo,http://www.itteam.io,info.pl@itteam.io,"
+48 535 836 447 ",
QPSoftware," $10,000+ ",4,$50 - $99,"""10 - 49""","Shanghai,",None,https://clutch.co/profile/qpsoftware,https://www.qpsoftware.net,contact@qpsoftware.fr,"
+86-21-5280-7637 ",
MAGINX INC," $10,000+ ",5,$100 - $149,"""10 - 49""","New York,",NY,https://clutch.co/profile/maginx,https://maginx.com,hello@maginx.com,"
2125198399 ",
ARS Digitech," $1,000+ ",4.5,< $25,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/ars-digitech,http://www.arsdigitech.com,info@arsdigitech.com,"
+91.7976419535 ",
WadyBug LLC, Undisclosed,5,$50 - $99,"""Freelancer""","Cerritos,",CA,https://clutch.co/profile/wadybug,http://www.WadyBug.com,Info@WadyBug.com,"
 ",
Spiralogics," $10,000+ ",5,$100 - $149,"""10 - 49""","Atlanta,",GA,https://clutch.co/profile/spiralogics,http://www.spiralogics.com,sales@spiralogics.com,"
770.209.9596 ",
Torus Tech Co," $10,000+ ",4.8,None,"""10 - 49""","Appleton,",WI,https://clutch.co/profile/torus-tech-co,http://www.torustech.co,sales@torustech.co,"
+1 (415) 5135245 ",
Terranet," $1,000+ ",4.8,< $25,"""10 - 49""","Chisinau,",None,https://clutch.co/profile/terranet,http://www.terranet.md/,hello@terranet.md,"
 ",
Logiticks," $1,000+ ",4.8,$25 - $49,"""50 - 249""","Redmond,",WA,https://clutch.co/profile/logiticks,http://www.logiticks.com,sales@logiticks.com,"
+1 4253014269 ",
Mobilunity," $1,000+ ",4.4,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/mobilunity,https://mobilunity.com/,sales@mobilunity.com,"
 ",
6D Global Technologies, Undisclosed,4,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/6d-global-technologies,http://6dglobal.com,migrations@6dglobal.com,"
646.681.4900 ",
Nuvem Consulting, Undisclosed,5,$150 - $199,"""10 - 49""","Omaha,",NE,https://clutch.co/profile/nuvem-consulting,http://nuvemconsulting.com,stephanie.gaughen@nuvemconsulting.com,"
402.415.4485 ",
FalseBot," $5,000+ ",5,$25 - $49,"""2 - 9""","Vinnitsa,",None,https://clutch.co/profile/falsebot,http://falsebot.com/,sales@falsebot.com,"
 ",
AF.agency," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Pozna,",None,https://clutch.co/profile/afagency,http://af.agency/,biuro@af.agency,"
61 822 11 33 ",
Gruffi," $1,000+ ",5,$25 - $49,"""2 - 9""","Poznan,",None,https://clutch.co/profile/gruffi,http://gruffi.com,jakub@gruffi.com,"
 ",
Tiez Interactive Private Limited," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Utrecht,",None,https://clutch.co/profile/tiez-interactive-private,http://www.tiezinteractive.com,sales@tiez.nl,"
+31 20 4276900 ",
Dynamic Dreamz," $1,000+ ",5,< $25,"""50 - 249""","Surat,",None,https://clutch.co/profile/dynamic-dreamz,http://www.dynamicdreamz.com/,bdm@dynamicdreamz.com,"
91.93.2764.2007 ",
VILMATE," $5,000+ ",5,$25 - $49,"""10 - 49""","Kharkov,",None,https://clutch.co/profile/vilmate,http://www.vilmate.com,info@vilmate.com,"
+380507575240 ",
ACAP , Undisclosed,4.3,$50 - $99,"""10 - 49""","Fort Lauderdale,",FL,https://clutch.co/profile/acap,http://acapglobal.com,info@acapglobal.com,"
954.376.7672 ",
EchoUA," $25,000+ ",4.5,$25 - $49,"""50 - 249""","L'viv,",None,https://clutch.co/profile/echoua,http://echoua.com/,office@echoua.com,"
+380.97.245.08.22 ",
Empeek," $10,000+ ",5,< $25,"""10 - 49""","Lviv,",None,https://clutch.co/profile/empeek,http://www.empeek.com,hello@empeek.com,"
+16468833255 ",
SlashMobility, Undisclosed,3,$50 - $99,"""10 - 49""","Barcelona,",None,https://clutch.co/profile/slashmobility,http://www.slashmobility.com/,marketing@slashmobility.com,"
93 553 26 38 ",
ProTechGenie," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/protechgenie,http://www.protechgenie.com/,info@protechgenie.com,"
+91-7300097493 ",
Smart Rockstars," $25,000+ ",4.8,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/smart-rockstars,https://www.smartrockstars.com,office@smartrockstars.com,"
+380978033098 ",
ConvergeSol," $1,000+ ",4.8,$25 - $49,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/convergesol,http://www.convergesolution.com,info@convergesolution.com,"
+91.82389.90929 ",
Indeform Ltd.," $10,000+ ",4.7,$50 - $99,"""10 - 49""","Kaunas,",None,https://clutch.co/profile/indeform,http://www.indeform.com,contact@indeform.com,"
+370 630 09640 ",
Innowrap Technologies," $1,000+ ",4,< $25,"""10 - 49""","Mumbai,",None,https://clutch.co/profile/innowrap-technologies,http://www.innowrap.com/,sales@innowrap.com,"
+91 9769294578 ",
SooprIT," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Kryvyi Rih,",None,https://clutch.co/profile/sooprit,https://www.sooprit.com/,sales@sooprit.com,"
 ",
YUQIO LLC," $1,000+ ",5,< $25,"""10 - 49""","Kiev,",None,https://clutch.co/profile/yuqio,http://yuqio.com,ceo@yuqio.com,"
+380684923885 ",
Facile Consulting Private Limited," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Bengaluru,",None,https://clutch.co/profile/facile-consulting-private,http://www.facileconsulting.com/,contact@facileconsulting.com,"
91.80.6771.0600 ",
MobiStudioz Technology," $5,000+ ",4.5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/mobistudioz-technology,https://www.mobistudioz.com/,chandan@mobistudioz.com,"
+91.9909999148 ",
BlueTone Media Web Design, Undisclosed,4.5,$50 - $99,"""10 - 49""","Wilmington,",NC,https://clutch.co/profile/bluetone-media-web-design,http://www.bluetonemedia.com,sales@bluetonemedia.com,"
+1.910.795.2280 ",
Scideas Solutions Pvt Ltd," $1,000+ ",5,$25 - $49,"""10 - 49""","New Delhi,",None,https://clutch.co/profile/scideas-solutions,https://scideassolutions.com,info@scideassolutions.com,"
+91-9911718101 ",
MyTech Solutions," $5,000+ ",5,< $25,"""10 - 49""","Aurangabad,",None,https://clutch.co/profile/mytech-solutions,http://mytechsolutions.co.in,mahesh@teammytech.com,"
+91.982.327.3939 ",
Stone Labs, Undisclosed,4,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/stone-labs,http://www.stone-labs.com,ahauser@stone-labs.com,"
 ",
CoreBuild, Undisclosed,4.3,$25 - $49,"""10 - 49""","Cluj-Napoca,",None,https://clutch.co/profile/corebuild,http://www.corebuild.eu,office@corebuild.eu,"
+40742162724 ",
TRM Solutions," $10,000+ ",4.7,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/trm-solutions,https://trm.solutions/,hi@trm.solutions,"
+380639815271 ",
DRC Infotech, Undisclosed,4.5,< $25,"""50 - 249""","Surat,",None,https://clutch.co/profile/drc-infotech,http://www.drcinfotech.com/,info@drcinfotech.com,"
91.99.09.990897 ",
revolve," $5,000+ ",5,$25 - $49,"""10 - 49""","Katowice,",None,https://clutch.co/profile/revolve,http://revolve.pro,it@revolve.pro,"
+48 695 400 481 ",
Chain.Reaction," $5,000+ ",4.5,$50 - $99,"""10 - 49""","Budapest,",None,https://clutch.co/profile/chainreaction,http://chainreaction.io/,daniel.nagy@lab.coop,"
 ",
Max Vision Solutions, Undisclosed,4.8,$25 - $49,"""2 - 9""","New Delhi,",None,https://clutch.co/profile/max-vision-solutions,https://www.maxvisionsolutions.com/,Hello@MVisionSolutions.com,"
9910698765 ",
Skywide Systems LLC," $1,000+ ",4.3,< $25,"""2 - 9""","Ahmedabad,",None,https://clutch.co/profile/skywide-systems,http://skywidesys.com/,sam@skywidesys.com,"
972.387.5605 ",
RV Technologies ," $1,000+ ",1.5,$25 - $49,"""50 - 249""","Chandigarh,",None,https://clutch.co/profile/rv-technologies,http://rvtechnologies.co.in/,rvitexperts@gmail.com,"
+91 89685 19881 ",
SaveOnDev," $5,000+ ",4.5,< $25,"""Freelancer""","Honolulu,",HI,https://clutch.co/profile/saveondev,http://saveondev.com,help@saveondev.com,"
(808) 772-9755 ",
Sednor Holdings Limited," $5,000+ ",5,$25 - $49,"""10 - 49""","Nicosia,",None,https://clutch.co/profile/sednor-holdings,https://sednor.net/,company@sednor.net,"
 ",
i4 Consulting Pvt Ltd," $1,000+ ",4.5,$25 - $49,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/i4-consulting,http://i4consulting.org/,info@i4consulting.org,"
+91-98280-86155 ",
Softence Technologies," $1,000+ ",4,< $25,"""2 - 9""","Chennai,",None,https://clutch.co/profile/softence-technologies,http://www.softence.com,lakshmanan@softence.com,"
+919629624408 ",
CollectivePoint," $10,000+ ",5,$100 - $149,"""10 - 49""","Austin,",TX,https://clutch.co/profile/collectivepoint,https://www.collectivepoint.com,info@collectivepoint.com,"
(512) 537-3700 ",
Flynaut LLC, Undisclosed,3.7,$50 - $99,"""10 - 49""","Charlotte,",NC,https://clutch.co/profile/flynaut,http://www.flynaut.com,hello@flynaut.com,"
7046447377 ",
VOLSOFT," $25,000+ ",5,$50 - $99,"""10 - 49""","erkezky,",None,https://clutch.co/profile/volsoft,http://www.volsoft.com.tr,info@volsoft.com.tr,"
+90 282 726 01 69 ",
RabIT software engineering," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Szeged,",None,https://clutch.co/profile/rabit-software-engineering,https://rabitse.com,zsolt.rabi@rabit.hu,"
+36 70 3299 883 ",
Aimprosoft, Undisclosed,4.4,$25 - $49,"""50 - 249""",None,None,https://clutch.co/profile/aimprosoft,http://www.aimprosoft.com,info@aimprosoft.com,"
 ",
Stack Summation," $10,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/stack-summation,http://www.stacksummation.com,sales@stacksummation.com,"
+91-794899197 ",
Producters," $5,000+ ",4,$50 - $99,"""10 - 49""","New York,",None,https://clutch.co/profile/producters,http://www.producters.com/,hello@producters.com,"
+1 (646) 513-2991 ",
Urteam," $1,000+ ",5,$25 - $49,"""2 - 9""","Bristol,",None,https://clutch.co/profile/urteam,http://www.urteam.uk,hello@urteam.uk,"
 ",
IndyLogix Solutions," $1,000+ ",4.8,< $25,"""10 - 49""","Harris Park,",None,https://clutch.co/profile/indylogix-solutions,https://indylogix.com/,info@indylogix.com,"
0435 098 279 ",
Kaptcha Softwares," $1,000+ ",5,< $25,"""2 - 9""","Jaipur,",None,https://clutch.co/profile/kaptcha-softwares,http://kaptchasoftwares.com/,kaptchasoftwares@gmail.com,"
 ",
Joen.io," $10,000+ ",5,$150 - $199,"""2 - 9""","Seattle,",WA,https://clutch.co/profile/joenio,http://www.joen.io,contact@joen.io,"
 ",
Memorres," $5,000+ ",5,$25 - $49,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/memorres,http://memorres.com/,ranjana@memorres.com,"
9950154777 ",
SEVEN," $5,000+ ",4.3,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/seven,https://sevencollab.com,info@sevencollab.com,"
+13237447737 ",
Otinsoft," $10,000+ ",4.3,$25 - $49,"""2 - 9""","Iasi,",None,https://clutch.co/profile/otinsoft,http://www.otinsoft.com,par@otinsoft.com,"
+40751360056 ",
TechnoCrackers," $1,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/technocrackers,https://www.technocrackers.com,jasmin@technocrackers.com,"
9173526383 ",
Ganesha WebTech Solutionz," $10,000+ ",5,$25 - $49,"""10 - 49""","Panchkula,",None,https://clutch.co/profile/ganesha-webtech-solutionz,http://www.ganeshawebtech.com,mail@ganeshawebtech.com,"
+919041506101 ",
AIMDek Technologies," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/aimdek-technologies,http://www.aimdek.com,sales@aimdek.com,"
+91-79-65404042 ",
Web Bespokers," $5,000+ ",4.5,$25 - $49,"""2 - 9""","Pozna,",None,https://clutch.co/profile/web-bespokers,http://web-bespokers.com,sales@web-bespokers.com,"
 ",
TechMerch Innovations," $1,000+ ",4.5,< $25,"""2 - 9""","Mumbai,",None,https://clutch.co/profile/techmerch-innovations,https://www.techmerch.co/,nitin@techmerch.co,"
 ",
BDT Ventures," $5,000+ ",4.3,< $25,"""10 - 49""","Sayajigunj, Vadodara,",None,https://clutch.co/profile/bdt-ventures,http://www.bdtventures.in,bdt.inbox@gmail.com,"
+91 0265 222 5722 ",
AppDrawn," $25,000+ ",5,None,"""2 - 9""","London,",None,https://clutch.co/profile/appdrawn,https://www.appdrawn.com/,office@appdrawn.com,"
 ",
DayOne s.c.," $5,000+ ",5,$50 - $99,"""2 - 9""","d,",None,https://clutch.co/profile/dayone-sc,https://dayone.pl,contact@dayone.pl,"
 ",
TeshCorp, Undisclosed,4.5,$150 - $199,"""2 - 9""","Spring Valley,",NY,https://clutch.co/profile/teshcorp,http://www.teshcorp.com,eliaso@teshcorp.com,"
866.515.8374 ",
ZipBoss, Undisclosed,5,$100 - $149,"""2 - 9""","San Ramon,",CA,https://clutch.co/profile/zipboss,http://www.zipboss.com,info@zipboss.com,"
718.416.5164 ",
.wrk," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Novosibirsk,",None,https://clutch.co/profile/wrk,http://dotwrk.com,konstantinbiryukov.dotwrk@gmail.com,"
 ",
Pixometry Infosoft," $5,000+ ",4.8,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/pixometry-infosoft,http://www.pixometryinfosoft.com/,sales@pixometryinfosoft.com,"
+91 7940021425 ",
Blue Brick, Undisclosed,4.5,$25 - $49,"""10 - 49""","Lodz,",None,https://clutch.co/profile/blue-brick,http://www.bluebrick.pl/en/,tom@bluebrick.pl,"
 ",
Genico," $5,000+ ",5,$25 - $49,"""2 - 9""","Sunny Isles Beach,",FL,https://clutch.co/profile/genico,https://genico.us,hello@genico.us,"
+13053188882 ",
Codeheroes, Undisclosed,5,$50 - $99,"""2 - 9""","Krakw,",None,https://clutch.co/profile/codeheroes,http://www.codeheroes.io,hello@codeheroes.io,"
0048 668 210 702 ",
Skuberg Ltd.," $10,000+ ",4,$50 - $99,"""50 - 249""","Bangkok,",None,https://clutch.co/profile/skuberg,http://www.skuberg.com,squad@skuberg.com,"
 ",
TechFesta," $5,000+ ",5,$100 - $149,"""2 - 9""","Denver,",CO,https://clutch.co/profile/techfesta,http://techfesta.com/,ag@techfesta.com,"
+1.720.280.4409 ",
Take2 Technologies," $1,000+ ",4.8,$25 - $49,"""2 - 9""","Bhilwara,",None,https://clutch.co/profile/take2-technologies,http://taketwotechnologies.com/,ms@taketwotechnologies.com,"
+91-9887800479 ",
Virtusai," $1,000+ ",4,$50 - $99,"""2 - 9""","Lamas ,",None,https://clutch.co/profile/virtusai,https://virtus.ai,info@virtus.ai,"
 ",
ArtBrains Software, Undisclosed,4,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/artbrains-software,http://www.artbrains-software.com,ceo@artbrains-software.com,"
+380950040047 ",
Kurzor," $1,000+ ",4,$25 - $49,"""10 - 49""","Brno,",None,https://clutch.co/profile/kurzor,http://www.kurzor.co.uk,gogolin@kurzor.net,"
+420 776 346 943 ",
Mantthan Web Solutions," $1,000+ ",4.3,< $25,"""2 - 9""","Delhi,",None,https://clutch.co/profile/mantthan-web-solutions,http://www.mantthan.com,info@mantthan.com,"
+91.11.4308.4586 ",
Ashapura Softech Pvt Ltd," $5,000+ ",4,$25 - $49,"""10 - 49""","Olathe, KS,",KS,https://clutch.co/profile/ashapura-softech,http://ashapurasoftech.com/,info@ashapurasoftech.com,"
 ",
CodeRunner IT," $25,000+ ",4.6,< $25,"""10 - 49""","Coquitlam,",None,https://clutch.co/profile/coderunner-it,http://www.coderunner.it,contact@coderunner.it,"
+1 778 681 3705 ",
US Informatics , Undisclosed,4,$50 - $99,"""10 - 49""","Lviv,",None,https://clutch.co/profile/us-informatics,http://www.usinformatic.com,sales@usinformatic.com,"
 ",
CODETAIN," $5,000+ ",None,$25 - $49,"""2 - 9""","Zielona Gra,",None,https://clutch.co/profile/codetain,http://www.codetain.eu,daniel-g@codetain.eu,"
+48664168883 ",
Maisa Solutions, Undisclosed,4,< $25,"""10 - 49""","Hyderabad,",None,https://clutch.co/profile/maisa-solutions,http://www.maisasolutions.com,contact@maisasolutions.com,"
91.040.401.77227 ",
E-Nexus Solutions," $10,000+ ",3,$25 - $49,"""50 - 249""","Lahore,",None,https://clutch.co/profile/e-nexus-solutions,http://www.enexussolutions.com,marketing@enexussolutions.com,"
 ",
iCrossing," $10,000+ ",None,$150 - $199,"""250 - 999""","New York,",NY,https://clutch.co/profile/icrossing,http://www.icrossing.com/,findout@icrossing.com,"
866.620.3780 ",
Verbat Technologies, Undisclosed,4,$25 - $49,"""50 - 249""","Dubai,",None,https://clutch.co/profile/verbat-technologies,http://www.verbat.com,uae@verbat.com,"
+971 42973236 ",
AA Software Solutions," $5,000+ ",5,$50 - $99,"""2 - 9""","Krakow,",None,https://clutch.co/profile/aa-software-solutions,http://www.aasoftwaresolution.com,ceo@aasoftwaresolution.com,"
+48 570 74 35 88 ",
HubSpire, Undisclosed,5,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/hubspire,http://www.hubspire.com/,thomas@hubspire.com,"
646.234.4550 ",
Mirego," $10,000+ ",None,$100 - $149,"""50 - 249""","Montreal,",None,https://clutch.co/profile/mirego,http://www.mirego.com,info@mirego.com,"
888.437.4258 ",
Hard Code," $1,000+ ",4,$25 - $49,"""2 - 9""","Budapest,",None,https://clutch.co/profile/hard-code,http://hardcode.agency/,hello@hardcode.agency,"
 ",
SOFTBOLT, Undisclosed,None,$100 - $149,"""10 - 49""","Madrid,",None,https://clutch.co/profile/softbolt,http://www.softbolt.com,info@softbolt.com,"
34.91.829.2804 ",
Digitalforce," $5,000+ ",4.3,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/digitalforce,http://www.digitalforce.in/,corporate@digitalforce.in,"
0120-6540400 ",
PersiLab, Undisclosed,5,< $25,"""2 - 9""",None,None,https://clutch.co/profile/persilab,http://www.persilab.com,sales@persilab.com,"
 ",
NorthBay ," $75,000+ ",5,$50 - $99,"""50 - 249""","Cambridge,",MA,https://clutch.co/profile/northbay,http://www.northbaysolutions.com,jim.keller@northbaysolutions.com,"
617.433.9221 ext. 103 ",
Spark Solutions, Undisclosed,3.6,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/spark-solutions,http://sparksolutions.co/,we@sparksolutions.co,"
+48607144001 ",
Future Expert," $1,000+ ",4.8,< $25,"""2 - 9""","Ahmedabad,",None,https://clutch.co/profile/future-expert,http://www.FutureExpert.com,info@futureexpert.com,"
+91 7600010002 ",
Agnitio Systems, Undisclosed,2.3,$50 - $99,"""10 - 49""","Coimbatore,",None,https://clutch.co/profile/agnitio-systems,http://www.agnitio-systems.com,sales@agnitio-systems.com,"
0422 4359988 ",
GDS LLC," $10,000+ ",4,$25 - $49,"""10 - 49""","Novosibirsk,",None,https://clutch.co/profile/gds,https://gdsln.com,sales@gdsln.com,"
+7 (383) 2278668 ",
StartupCraft Inc," $10,000+ ",5,$25 - $49,"""10 - 49""","MIami,",FL,https://clutch.co/profile/startupcraft,http://startupcraft.io,info@startupcraft.io,"
+13052974250 ",
Teczon Labs," $1,000+ ",4,< $25,"""Freelancer""","Lahore,",None,https://clutch.co/profile/teczon-labs,https://www.teczonlabs.com/,info@teczonlabs.com,"
+923334703069 ",
Equal Experts," $25,000+ ",None,$200 - $300,"""250 - 999""","London ,",None,https://clutch.co/profile/equal-experts,https://www.equalexperts.com/,helloUK@equalexperts.com,"
+44 203 603 7830 ",
Development Guru Ji, Undisclosed,None,$50 - $99,"""250 - 999""","Cochin,",None,https://clutch.co/profile/development-guru-ji,http://www.developmentguruji.com,info@developmentguruji.com,"
+919633442483 ",
Netizens," $10,000+ ",4,$50 - $99,"""50 - 249""","Katowice,",None,https://clutch.co/profile/netizens,http://www.netizens.pl,kontakt@netizens.pl,"
+48 32 258 13 43 ",
ENOTY - No longer in business, Undisclosed,5,$25 - $49,"""10 - 49""","Kazan,",None,https://clutch.co/profile/enoty-no-longer-business,http://enoty.pro/,contact@racoons-group.com,"
+79196857947 ",
innovAgile," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Pozna,",None,https://clutch.co/profile/innovagile,https://www.innovagile.com,hello@innovagile.com,"
+48513368056 ",
Compunnel Software Group, Undisclosed,None,$25 - $49,"""250 - 999""","Plainsboro,",NJ,https://clutch.co/profile/compunnel-software-group,http://www.Compunnel.com,Quinten.Hout@Compunnel.com,"
609.529.0441 ",
[x]cube LABS ," $1,000+ ",None,$25 - $49,"""50 - 249""","Dallas,",TX,https://clutch.co/profile/xcube-labs,http://www.xcubelabs.com,connect@xcubelabs.com,"
800.805.5783 ",
AppsChopper," $5,000+ ",None,$25 - $49,"""50 - 249""","New York City,",NY,https://clutch.co/profile/appschopper,https://www.appschopper.com/,sales@appschopper.com,"
(212) 634-7894 ",
The App Developers," $50,000+ ",None,$100 - $149,"""10 - 49""","Bedford,",None,https://clutch.co/profile/app-developers,https://www.the-app-developers.co.uk/,hello@the-app-developers.co.uk,"
+44.1234.834822 ",
Appnovation Technologies," $10,000+ ",None,$100 - $149,"""250 - 999""","Vancouver,",None,https://clutch.co/profile/appnovation-technologies,http://www.appnovation.com,contact@appnovation.com,"
604.568.0313 ",
Trembit," $10,000+ ",4,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/trembit,http://trembit.com,sz@trembit.com,"
+38.050.647.7825 ",
Mobiloitte," $1,000+ ",None,< $25,"""250 - 999""","New Delhi,",None,https://clutch.co/profile/mobiloitte,http://www.mobiloitte.com,sales@mobiloitte.com,"
+91 9999525801 ",
Bizico," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Chernivsti,",None,https://clutch.co/profile/bizico,https://bizico.com/,alina@bizico.com,"
+38.050.678.5686 ",
KiwiTech, Undisclosed,None,$25 - $49,"""250 - 999""","New York,",NY,https://clutch.co/profile/kiwitech,http://www.kiwitech.com,info@kiwitech.com,"
917.929.1620 ",
Devbridge Group ," $250,000+ ",None,$50 - $99,"""250 - 999""","Chicago,",IL,https://clutch.co/profile/devbridge-group,https://www.devbridge.com/,sales@devbridge.com,"
312.242.1642 ",
Certatim, Undisclosed,None,$100 - $149,"""10 - 49""","Miami Beach,",FL,https://clutch.co/profile/certatim,http://www.certatim.com/,sales@certatim.com,"
866.846.8730 ",
Mutual Mobile, Undisclosed,None,None,"""50 - 249""","Austin,",TX,https://clutch.co/profile/mutual-mobile,http://www.mutualmobile.com/,jason.curry@mutualmobile.com,"
800.208.3563 ",
JLOOP," $10,000+ ",None,$150 - $199,"""10 - 49""","Long Beach,",CA,https://clutch.co/profile/jloop,http://www.jloop.com,sayhello@jloop.com,"
562.491.5667 ",
Quick Left - Out of Business, Undisclosed,4.7,$150 - $199,"""10 - 49""","Boulder,",CO,https://clutch.co/profile/quick-left-out-business,http://quickleft.com/,sales@quickleft.com,"
303.242.5536 ",
Hibercon Technologies, Undisclosed,None,None,"""10 - 49""","Gomel,",None,https://clutch.co/profile/hibercon-technologies,http://hibercon.com,hibercon.com@gmail.com,"
+74997052238 ",
Singsys," $5,000+ ",None,$25 - $49,"""50 - 249""","High Street Centre,",None,https://clutch.co/profile/singsys,https://www.singsys.com,info@singsys.com,"
65.6561.3900 ",
Raster , Undisclosed,None,$150 - $199,"""10 - 49""","Las Vegas,",NV,https://clutch.co/profile/raster,http://www.raster-media.net/,sales@rastermedia.com,"
702.943.1832  ",
Altimetrik, Undisclosed,None,$25 - $49,"""1,000 - 9,999""","Bangalore,",None,https://clutch.co/profile/altimetrik,http://altimetrik.com,info@altimetrik.com,"
49054444/33504444 ",
MediaAgility, Undisclosed,None,< $25,"""250 - 999""","Gurgaon,",None,https://clutch.co/profile/mediaagility,http://www.mediaagility.com,sales@mediaagility.com,"
866.MEDIA.V1 ",
Magenic," $10,000+ ",None,$100 - $149,"""250 - 999""","St. Louis Park,",MN,https://clutch.co/profile/magenic,http://magenic.com,info@magenic.com,"
763-398-4800 ",
Ommzi Solutions," $1,000+ ",5,< $25,"""50 - 249""","Industrial Area Mohali,",None,https://clutch.co/profile/ommzi-solutions,http://www.ommzi.com,info@ommzi.com,"
+91.172.462.6046 ",
Leftshift Technologies Pvt Ltd, Undisclosed,None,$25 - $49,"""10 - 49""","Pune,",None,https://clutch.co/profile/leftshift-technologies,http://leftshift.io,hi@leftshift.io,"
91.787.567.0066 ",
Labotec, Undisclosed,None,$50 - $99,"""2 - 9""","Aventura,",FL,https://clutch.co/profile/labotec,http://www.labotec.com,info@labotec.com,"
800.555.5238 ",
Mercury Intermedia, Undisclosed,None,$150 - $199,"""10 - 49""","Brentwood,",TN,https://clutch.co/profile/mercury-intermedia,http://mercury.io,hello@mercury.io,"
615.661.8868 ",
State Digital, Undisclosed,None,$100 - $149,"""2 - 9""","Lakeway,",TX,https://clutch.co/profile/state-digital,http://www.statebuilt.com,info@statebuilt.com,"
512.587.7590 ",
Hire Asp Developer, Undisclosed,None,$50 - $99,"""250 - 999""","Chicago,",IL,https://clutch.co/profile/hire-asp-developer,http://www.hireaspdeveloper.com/,enquiry@hireaspdeveloper.com,"
708.539.9514 ",
Endeavour , Undisclosed,None,$25 - $49,"""250 - 999""","Austin,",TX,https://clutch.co/profile/endeavour,http://www.techendeavour.com/,info@techendeavour.com,"
512.464.1218 ",
Click Labs, Undisclosed,None,$100 - $149,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/click-labs,http://click-labs.com/,contact@click-labs.com,"
+1 415-489-9332 ",
